,MEblue,MEbrown,MEgreen,MEturquoise,MEyellow
Mmus_C57-6T_LVR_FLT_ISS-T_Rep5_F7,-17.612925627442966,-17.31987377839922,7.544017321042169,-9.890754698265564,-13.328312946284413
Mmus_C57-6T_LVR_FLT_ISS-T_Rep6_F1,32.7482661353142,-24.06364695328251,-32.218352848772824,-8.009902276093692,-23.815691614053033
Mmus_C57-6T_LVR_FLT_ISS-T_Rep7_F2,32.47985026538842,-18.94441643595308,-31.81429300840033,-8.637068308810953,-17.738598314277496
Mmus_C57-6T_LVR_FLT_ISS-T_Rep8_F3,30.826701978023348,-21.5704093760659,-37.366358104377376,-11.47223615348284,-23.114177584358654
Mmus_C57-6T_LVR_FLT_ISS-T_Rep9_F4,23.21209467366959,-20.3747409540765,-30.39707036914788,-13.300801879604952,-12.08722090170133
Mmus_C57-6T_LVR_FLT_LAR_Rep10_F5,50.12592895883429,-31.190557526533212,-37.69587199952809,9.443894246968211,-20.315292942645343
Mmus_C57-6T_LVR_FLT_LAR_Rep1_F1,-3.51561747190446,9.167900079787032,11.614503731370617,-0.45753452037351056,7.551598807172585
Mmus_C57-6T_LVR_FLT_LAR_Rep2_F2,-7.03679249135106,13.146435814132772,16.759705880738412,-5.71522416013146,12.577694971965236
Mmus_C57-6T_LVR_FLT_LAR_Rep3_F3,-4.933870524568182,13.931130749511398,18.228310378216758,6.386023515752444,15.500578838116047
Mmus_C57-6T_LVR_FLT_LAR_Rep4_F6,-3.2794700732464963,7.7156373584584985,16.454472262724575,-3.7281765524631245,12.32581684355188
Mmus_C57-6T_LVR_FLT_LAR_Rep5_F7,-12.495476098318203,12.504939695752418,14.138823943252815,2.835797234133189,15.63146215502092
Mmus_C57-6T_LVR_FLT_LAR_Rep6_F10,-6.9427670073792145,15.849077789021987,16.914091118466178,-7.628224790125781,14.83683881115793
Mmus_C57-6T_LVR_FLT_LAR_Rep7_F8,-47.03722000791447,-2.6545459464655528,15.86764135526163,-7.791856843036014,-5.795827651651476
Mmus_C57-6T_LVR_FLT_LAR_Rep8_F9,-20.591424397590323,8.719725865837836,9.002894976624068,-1.120124300548001,-2.102013993049555
Mmus_C57-6T_LVR_FLT_LAR_Rep9_F4,50.238665055372415,-15.348409194907559,-32.47353701247036,-17.08068459737659,-21.351466443192365
Mmus_C57-6T_LVR_GC_ISS-T_Rep10_G6,24.27628028956006,-28.116233962242674,-33.830277443259156,-11.763570219106303,-15.982876111734242
Mmus_C57-6T_LVR_GC_ISS-T_Rep1_G4,-17.8654229559687,9.811134273632337,12.949778449415051,-4.012226107427543,5.335318735788234
Mmus_C57-6T_LVR_GC_ISS-T_Rep2_G9,-15.853794060934135,7.988583882430171,11.386190754405492,-8.336234247600508,9.998790382936367
