gene,module_color,kME_assigned,kMEblack,kMEblue,kMEbrown,kMEgreenyellow,kMEmagenta,kMEpink,kMEpurple,kMEred,kMEturquoise,kMEyellow
ENSMUSG00000121673,turquoise,0.9711576111539906,0.3843522255876369,-0.9567077929388331,-0.04566374767296114,0.020586113496489304,-0.1392197241303034,-0.059061106020756156,0.08217336266489099,-0.05980626680670477,0.9711576111539906,0.12088002742638597
ENSMUSG00000103706,blue,0.9808677609374273,-0.20535474900840536,0.9808677609374273,-0.13942827552061385,0.07147510589533933,-0.05844331352949293,0.06246125054027321,-0.055854128105286796,0.06424027207761826,-0.9771234631107014,0.11252639266607681
Rps3a2,turquoise,0.9843894771599179,0.27288631008942926,-0.9860829045280938,0.017272488588320162,-0.07295911484060583,0.040040504135250614,-0.10442968423990123,-0.020898116419446437,0.029706435719391886,0.9843894771599179,-0.038705823539022535
Cldn34c1,blue,0.9863313745663301,-0.20509014677345347,0.9863313745663301,-0.11244290245660345,0.0846689739418717,-0.04202317539282992,0.09958450299809446,-0.04569340200420454,0.054012539268133104,-0.9710877104582484,0.09487935064406222
Slc12a6,blue,0.6034325353374715,0.03917324332674268,0.6034325353374715,-0.3107183703077325,0.044514740120151296,0.022616407138598582,0.0024187597696476884,-0.2561279723962218,0.24148818933044708,-0.5909659854453276,0.09323633579932009
Gm15459,turquoise,0.9845161297884931,0.2923417449087623,-0.98705817503611,-0.013946688439143366,-0.08998217198497493,0.009108920824637929,-0.12442969186761556,-0.019946490037014583,0.02964319749908186,0.9845161297884931,-0.003521454968624759
ENSMUSG00000112003,turquoise,0.9920651910730084,0.3295497520400255,-0.9799013573362848,0.016738844710541045,-0.05149515443715571,-0.08916899024487962,-0.07999457143247,0.09603290132235462,-0.08369185583628605,0.9920651910730084,0.046838981608994266
Fam177a,brown,0.8021477253389576,-0.44823769899998633,0.11278677752948703,0.8021477253389576,-0.014929644873659165,0.15255180231136137,0.2762057263795769,0.46677136235256045,-0.5106513691743432,-0.10754432713324871,-0.39433677765844055
Cox5b-ps,turquoise,0.9714525083815533,0.21872395523472565,-0.962634842539996,0.1149139989268077,-0.06995467600743796,0.0031634044012526803,-0.07401107172526555,0.09168997954497642,-0.0902761745159252,0.9714525083815533,-0.047887123611887475
ENSMUSG00000110040,red,0.8839978490544372,-0.06914599559596815,-0.00588551374671611,-0.33981678186359654,-0.24460845043797952,0.6411049321205934,-0.2324143818608831,-0.8873254971419093,0.8839978490544372,-0.05309862445564245,-0.24201873305760305
Gvin-ps4,blue,0.8506121091220263,-0.11890142063793623,0.8506121091220263,-0.23602841939924277,0.060611189916748784,-0.0407268365227049,0.056748107223325815,-0.15882234012771176,0.1773577306488343,-0.8349317591384907,0.17082175991120033
