gene,module_color,kME_assigned,kMEblue,kMEbrown,kMEred,kMEturquoise,kMEyellow
Ly6g6g,turquoise,0.9775467724424207,-0.4891224404686568,0.3391819869300429,-0.43668955279710764,0.9775467724424207,-0.3371424321775677
Prr9,turquoise,0.946823611184829,-0.4472613583250083,0.20020635158281247,-0.3808521813727099,0.946823611184829,-0.23571483926252743
Dsg4,turquoise,0.9725922103195679,-0.4297983214628215,0.20673600748330176,-0.399347081529453,0.9725922103195679,-0.17037219690536712
Fbp1,turquoise,0.9702406240082547,-0.4644821514513068,0.29847154235984813,-0.3906383954685337,0.9702406240082547,-0.25638046909090195
Crhr1,turquoise,0.9199642131557707,-0.4255263498183975,0.3790482589802895,-0.388327135873858,0.9199642131557707,-0.3618218833298505
Gm16867,brown,0.534085259744818,-0.39580024486756776,0.534085259744818,-0.22693213967320724,0.14174375816766865,-0.7844474443914595
H3c3,brown,0.928382032703572,-0.3684529558511387,0.928382032703572,-0.6147297349756363,0.5011863388381629,-0.8380671311827818
Sptssb,turquoise,0.9206508695504995,-0.41124342071721864,0.10976452208988396,-0.2625249922767989,0.9206508695504995,-0.15228658887418972
ENSMUSG00000116011,turquoise,0.9503519059017879,-0.4682533435826234,0.3013461776503213,-0.4605846682363431,0.9503519059017879,-0.31473904963274135
ENSMUSG00000057829,turquoise,0.9452389058203091,-0.39976206486229154,0.40266379653330236,-0.52646326686066,0.9452389058203091,-0.3788190047536587
LOC100041504,brown,0.25897886117017166,-0.28471954730706467,0.25897886117017166,-0.03705722556404101,0.08812187368875381,-0.16618819220938497
Capn8,turquoise,0.94415226130279,-0.4452361202202127,0.1904979576591628,-0.3364011336027123,0.94415226130279,-0.14850650464049156
ENSMUSG00000091199,yellow,0.8295707704725722,0.5603553878941365,-0.6212609666356687,0.3347628993327952,-0.20959425804278592,0.8295707704725722
Gm10061,turquoise,0.8074595884962524,-0.4147992439931448,0.10976816504194781,-0.2787578276360362,0.8074595884962524,-0.07262629276879236
ENSMUSG00000113880,turquoise,0.950428832416811,-0.5086159814175597,0.2353136512548786,-0.4186740127865553,0.950428832416811,-0.22768847895172192
Sct,turquoise,0.9066366394750266,-0.4268498061598951,0.47687309524729005,-0.47859888503664466,0.9066366394750266,-0.4898825553065094
H2ac19,brown,0.9724059840897541,-0.23631178362985727,0.9724059840897541,-0.6665885083937183,0.3052678238861887,-0.862829740750582
Gjb2,turquoise,0.9560723702358592,-0.4731262437645779,0.17889422675766425,-0.30051223714726205,0.9560723702358592,-0.14630992591783293
