"pathway","pval","padj","log2err","ES","NES","size","Cell_Type","mission","comparison","leadingEdge_str","sheet"
"HALLMARK_FATTY_ACID_METABOLISM",0.914148857774503,0.969551818851745,0.014538826768346,0.172138799154162,0.603569738523539,15,"Dendritic Cell",NA,NA,"LGALS1;ACSL1;HSP90AA1;ERP29;MIF;GABARAPL1;IDI1","I4-RP1"
"HALLMARK_G2M_CHECKPOINT",0.523198594024605,0.694045051521687,0.0221616956852042,0.23291577995215,0.948896719508204,24,"Dendritic Cell",NA,NA,"TOP1;ARID4A;TRA2B;CDC27;DBF4;KIF5B;ILF3;NCL;GSPT1;SFPQ;EZH2;KPNA2;KIF20B;RAD21","I4-RP1"
"HALLMARK_GLYCOLYSIS",0.989029072956665,0.989029072956665,0.0132930979055436,0.128645825095823,0.460845735959408,16,"Dendritic Cell",NA,NA,"DDIT4;HSPA5;CXCR4;PPIA;ECD;MIF;TXN","I4-RP1"
"HALLMARK_HEME_METABOLISM",0.605361263980117,0.730608422044969,0.0200582937888236,0.220902340056389,0.889077530869721,23,"Dendritic Cell",NA,NA,"TOP1;YPEL5;NUDT4;CDC27;BNIP3L;TCEA1;ELL2;MAP2K3","I4-RP1"
"HALLMARK_HYPOXIA",0.000502858659835545,0.00586668436474803,0.477270815362862,0.507640443810465,2.12138352644967,26,"Dendritic Cell",NA,NA,"FOS;TNFAIP3;KLF6;GAPDH;S100A4;PNRC1;DUSP1;ZFP36;DDIT4;JUN;HSPA5;CXCR4;BHLHE40;BNIP3L;PPP1R15A;TIPARP","I4-RP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.251056834194458,0.418428056990763,0.0417110149952,-0.25685893153993,-1.18470909687968,28,"Dendritic Cell",NA,NA,"MYO1E;NRP1;SCN9A;PLSCR1;NCOA3;ALCAM;RABGAP1L","I4-RP1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.242294838470108,0.418428056990763,0.0372478657624834,0.353328318248822,1.21330816044446,14,"Dendritic Cell",NA,NA,"GRB2;JUN;MAP3K8;IL1B;IRF1;PIK3R5;IL6ST","I4-RP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.114682884448306,0.253085851142225,0.0542941356227061,0.331901286426201,1.38698547370839,26,"Dendritic Cell",NA,NA,"NFKBIA;NFKB1;KLF6;NAMPT;TAPBP;RIPK2;IL1B;IRF1;PIK3R5;EMP3;CD69;GPR132;MXD1;RGS1;PLAUR","I4-RP1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.0505279034690799,0.160770601947073,0.0870211644808265,0.520083216986913,1.58425248758932,10,"Dendritic Cell",NA,NA,"CD74;HLA-C;B2M;RIPK2;IRF1","I4-RP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.015493200206576,0.054226200723016,0.151812881287453,0.384672283458396,1.73439757783938,34,"Dendritic Cell",NA,NA,"NFKBIA;NFKB1;HLA-B;CD74;B2M;HLA-A;TNFAIP3;NAMPT;IRF4;TAPBP;PELI1;RIPK2;HLA-DMA;IRF1","I4-RP1"
"HALLMARK_KRAS_SIGNALING_UP",0.159888449918661,0.310894208175175,0.0530972576051429,-0.283505565261048,-1.29336229452345,27,"Dendritic Cell",NA,NA,"NRP1;MAP3K1;HDAC9;SDCCAG8;IKZF1;RABGAP1L;AVL9","I4-RP1"
"HALLMARK_MITOTIC_SPINDLE",0.857975236707939,0.938410415149308,0.0195169775413431,-0.140871589919436,-0.706743486510037,37,"Dendritic Cell",NA,NA,"MYO1E;NF1;DST;FGD4;RASA1;SSH2;DLG1;NOTCH2;RABGAP1;CCDC88A;RAPGEF6;TIAM1;NEDD9;STK38L;APC","I4-RP1"
"HALLMARK_MTORC1_SIGNALING",0.00429627083691356,0.0250615798819958,0.291090917251384,0.430945971565253,1.92784169645216,33,"Dendritic Cell",NA,NA,"NAMPT;GAPDH;UBE2D3;IFRD1;ACSL3;DDIT4;RAB1A;HSPA5;CXCR4;ETF1;BHLHE40;TCEA1;PPP1R15A;PPA1;MAP2K3;PPIA;SQSTM1;UFM1;CORO1A;ITGB2","I4-RP1"
"HALLMARK_MYC_TARGETS_V1",8.11110034495178e-10,2.83888512073312e-08,0.801215574617779,0.610906363855769,2.95586682819691,44,"Dendritic Cell",NA,NA,"RPS2;RPL34;RPL18;RPS3;RPS6;RACK1;RPLP0;PABPC1;RPS5;HNRNPA1;RPL14;RPL22;RPS10;IFRD1;RPL6;EEF1B2;EIF4A1;SLC25A3;HSP90AB1;DDX21;UBE2E1;TRA2B;ETF1;NAP1L1;SET;PPIA;SRSF7;SNRPA1;AP3S1;GSPT1;PSMA7;CCT4;EIF3J;FBL;HDGF;KPNA2;CANX;EIF4G2;SSBP1;XRCC6;NPM1;UBE2L3","I4-RP1"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.0068394528437725,0.0299226061915047,0.235141995561108,0.504051326654569,1.91485665299943,19,"Dendritic Cell",NA,NA,"COX4I1;SLC25A3;ATP5F1E;ATP5F1A;SLC25A5;SLC25A6;COX6C;NDUFC2;ATP5MG;ATP5F1D;UQCRB;NDUFA1;ATP5MC2;NDUFS6;GPX4;UQCR11","I4-RP1"
"HALLMARK_P53_PATHWAY",0.00413966882649388,0.0250615798819958,0.303779434551183,0.517019038508489,1.9641201069466,19,"Dendritic Cell",NA,NA,"RPL18;RPS12;FOS;RACK1;RPL36;S100A4;DDIT4;JUN;PPP1R15A;HINT1","I4-RP1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.532337434094903,0.694045051521687,0.0218891339708054,0.231140067572734,0.941662483803074,24,"Dendritic Cell",NA,NA,"CFL1;PFN1;UBE2D3;GRB2;CXCR4;PPP1CA;MAP2K3;SQSTM1;UBE2N;ARF1;YWHAB","I4-RP1"
"HALLMARK_PROTEIN_SECRETION",0.228655102500563,0.418428056990763,0.0429359269874217,-0.30635951580326,-1.21008219456903,18,"Dendritic Cell",NA,NA,"RPS6KA3;STX7;DST;MON2;CTSC;ADAM10;AP3B1;VPS45;USO1;DOP1A","I4-RP1"
"HALLMARK_SPERMATOGENESIS",0.986990950226244,0.989029072956665,0.0137658520498963,0.153259361997226,0.466851299100019,10,"Dendritic Cell",NA,NA,"TLE4;DBF4;EZH2;PEBP1;CHFR;AGFG1","I4-RP1"
"HALLMARK_TGF_BETA_SIGNALING",0.115696389093589,0.253085851142225,0.0557565734717297,0.400851910196099,1.40550581166217,15,"Dendritic Cell",NA,NA,"UBE2D3;JUNB;RHOA;CTNNB1;ARID4B;PPP1R15A;PPP1CA","I4-RP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",6.30524573151731e-08,1.10341800301553e-06,0.704975715167238,0.559862418367999,2.73509913177618,46,"Dendritic Cell",NA,NA,"NFKBIA;NFKB1;CCNL1;EIF1;CD83;FOS;TNFAIP3;KLF6;NAMPT;NR4A3;JUNB;PNRC1;FOSB;DUSP1;ZFP36;RIPK2;IER2;JUN;NR4A2;MAP3K8;IL1B;IRF1;BHLHE40;PER1;MCL1;PPP1R15A;MAP2K3;TIPARP;IL6ST;SQSTM1;CD69;DUSP2;RELB;MXD1","I4-RP1"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.00891199405867063,0.034657754672608,0.208826601974224,0.549406479076107,1.88662875301907,14,"Dendritic Cell",NA,NA,"RPS14;EEF2;EIF4A1;YWHAZ;DDIT4;HSPA5;DCP1A;KIF5B;SERP1;EIF4A3","I4-RP1"
"HALLMARK_UV_RESPONSE_DN",0.071637756251408,0.208943455733273,0.079670326613859,-0.374535239768522,-1.47936787174445,18,"Dendritic Cell",NA,NA,"NRP1;TGFBR2;ATP2B1;PRKCA;ATRX;NEK7;PTEN;MAP2K5;DLG1;NOTCH2","I4-RP1"
"HALLMARK_UV_RESPONSE_UP",0.00256071937054274,0.022406294492249,0.431707695803346,0.593010648311285,2.07927140018197,15,"Dendritic Cell",NA,NA,"NFKBIA;FOS;JUNB;FOSB;DDX21;PPP1R2;EIF5;IRF1;IL6ST;SQSTM1","I4-RP1"
"HALLMARK_ALLOGRAFT_REJECTION",0.441838134430727,0.602379894336641,0.0209322963455637,0.227485869579931,1.0220325204429,33,"Natural Killer Cell",NA,NA,"HLA-A;RPS9;HLA-E;CCL5;RPS19;B2M;RPL9;TAPBP;RPS3A;HIF1A","I4-RP1"
"HALLMARK_ANDROGEN_RESPONSE",0.741730616565229,0.809160672616613,0.0231204769713147,-0.223998329775182,-0.776061110140234,10,"Natural Killer Cell",NA,NA,"ABHD2;IQGAP2;RPS6KA3;TNFAIP8;ARID5B;STK39","I4-RP1"
"HALLMARK_APOPTOSIS",0.0154554911576757,0.0463664734730272,0.141072897117004,0.471554123909991,1.76818501852317,18,"Natural Killer Cell",NA,NA,"JUN;CD69;ANXA1;DNAJA1;PMAIP1;MCL1;CTNNB1;CD44;IRF1","I4-RP1"
"HALLMARK_COMPLEMENT",0.451784920752481,0.602379894336641,0.0217807587437876,0.264736881217238,1.00874071014932,19,"Natural Killer Cell",NA,NA,"TNFAIP3;PFN1;CCL5;HSPA5;GNG2","I4-RP1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.263377792061707,0.511211090383701,0.0325908383807256,0.385039752904939,1.1894661185459,10,"Natural Killer Cell",NA,NA,"JUN;TNFAIP3;CD44;TGFB1","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.667370962873528,0.762709671855461,0.0270823998852187,-0.194077484596767,-0.84290127677156,17,"Natural Killer Cell",NA,NA,"MYBL1;AREG;ADD3;BCL2;ABHD2;RASGRP1","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.426975476839237,0.602379894336641,0.0334745904199672,-0.269786500648563,-1.01454176189384,12,"Natural Killer Cell",NA,NA,"AREG;ID2;ADD3;BCL2;ABHD2","I4-RP1"
"HALLMARK_G2M_CHECKPOINT",0.00929878048780488,0.0463664734730272,0.184915881971771,0.513888888888889,1.81896083962687,15,"Natural Killer Cell",NA,NA,"TRA2B;EZH2;TOP1;RPS6KA5;HIF1A;DBF4;TGFB1;RAD21;SFPQ;EWSR1;AMD1;YTHDC1;PRPF4B;KIF20B;XPO1","I4-RP1"
"HALLMARK_HEME_METABOLISM",0.276906007291171,0.511211090383701,0.0313625677141793,0.368460229972855,1.17566290339324,11,"Natural Killer Cell",NA,NA,"YPEL5;TOP1;ELL2;CIR1","I4-RP1"
"HALLMARK_HYPOXIA",0.0128149118974807,0.0463664734730272,0.1535535368591,0.455102647514284,1.78952012051714,21,"Natural Killer Cell",NA,NA,"JUN;DUSP1;KLF6;FOS;TNFAIP3;PPP1R15A;HSPA5","I4-RP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.81418377748653,0.849583072159857,0.0128132013143752,0.179080857440278,0.704168168080764,21,"Natural Killer Cell",NA,NA,"KLF6;RHOH;NFKBIZ;CD44;AHR","I4-RP1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.595552791167781,0.724488825487399,0.0183134605078164,0.260605509820034,0.880990230345933,13,"Natural Killer Cell",NA,NA,"JUN;IL6ST;CD44;IRF1;TGFB1","I4-RP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.0115538438749815,0.0463664734730272,0.16324176812788,0.477988383956707,1.82130400440866,19,"Natural Killer Cell",NA,NA,"NFKB1;CD69;KLF6;NFKBIA;CCL5;TAPBP;HIF1A;AHR;IRF1","I4-RP1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.14482013277752,0.338248337028825,0.0448553253356751,0.393102524319455,1.36101368895774,14,"Natural Killer Cell",NA,NA,"HLA-C;IFIT2;B2M;IRF1;CD74;IFIT3;IFIH1;RIPK2;IFITM2;ELF1","I4-RP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.00776990185387132,0.0463664734730272,0.191387828756382,0.403077732337706,1.82776797733056,34,"Natural Killer Cell",NA,NA,"NFKB1;CD69;IFIT2;HLA-A;NFKBIA;HLA-B;TNFAIP3;CCL5;APOL6;B2M;TAPBP;HIF1A","I4-RP1"
"HALLMARK_KRAS_SIGNALING_UP",0.603740687906166,0.724488825487399,0.0183951008782554,0.274512974260669,0.875901098911512,11,"Natural Killer Cell",NA,NA,"TNFAIP3;PPP1R15A","I4-RP1"
"HALLMARK_MITOTIC_SPINDLE",0.430139424503115,0.602379894336641,0.0350399126771784,-0.235982073536264,-1.00118281423224,16,"Natural Killer Cell",NA,NA,"SSH2;RASA1;RASA2;SOS1;KIFAP3;APC;RAPGEF6;ARHGEF3;DOCK2;ABI1;KIF20B;FLNA;AKAP13;CDC42;YWHAE","I4-RP1"
"HALLMARK_MTORC1_SIGNALING",0.155030487804878,0.338248337028825,0.0428888935597728,0.379816317526643,1.34439763686275,15,"Natural Killer Cell",NA,NA,"PPP1R15A;HSPA5;IFRD1;UBE2D3;NFKBIB;GAPDH;ETF1;NAMPT;CORO1A;RAB1A;ITGB2","I4-RP1"
"HALLMARK_MYC_TARGETS_V1",6.72397752793011e-05,0.000806877303351613,0.538434096309916,0.533594569684864,2.32401744145351,29,"Natural Killer Cell",NA,NA,"RPS2;TRA2B;RPL34;RPS3;NAP1L1;DDX21;RPL18;YWHAQ;RPS6;IFRD1;RPLP0;RPS5;RPL14;RPS10;SRSF7;RACK1;EIF1AX;ETF1;YWHAE;HNRNPA1;RPL22;EIF4H;SLC25A3;HSP90AB1;EEF1B2;SRSF3;EIF4A1;UBE2L3","I4-RP1"
"HALLMARK_P53_PATHWAY",0.0298597496606847,0.0796259990951591,0.101638713652309,0.463914089267303,1.67548861024215,16,"Natural Killer Cell",NA,NA,"JUN;FOS;PPP1R15A;RPS12;RPL18;RACK1;S100A4;TGFB1;RPL36;HINT1;CCNK;CTSD;TSPYL2","I4-RP1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.993659851006499,0.993659851006499,0.0111314741823906,0.134914684345047,0.430478452231239,11,"Natural Killer Cell",NA,NA,"PFN1;UBE2D3;NFKBIB;GRB2;CFL1;UBE2N","I4-RP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",1.93492704507386e-06,4.64382490817726e-05,0.627256739718528,0.541985009375395,2.54846246464638,39,"Natural Killer Cell",NA,NA,"JUN;NFKB1;EIF1;CCNL1;CD69;DUSP1;IFIT2;KLF6;NFKBIA;FOS;TNFAIP3;PPP1R15A;FOSB;CCL5;RELB;MCL1;NR4A2;IL6ST","I4-RP1"
"HALLMARK_UV_RESPONSE_DN",0.307241006638876,0.526698868523787,0.0289491002571879,0.331038041979808,1.14613180742169,14,"Natural Killer Cell",NA,NA,"NFKB1;DUSP1","I4-RP1"
"HALLMARK_UV_RESPONSE_UP",0.0152386876069041,0.0463664734730272,0.145392780236481,0.522504605369309,1.76635349328954,13,"Natural Killer Cell",NA,NA,"NFKBIA;FOS;DNAJA1;FOSB;DDX21;IL6ST;IRF1;GCH1;JUNB;PPP1R2","I4-RP1"
"HALLMARK_ADIPOGENESIS",0.525697828976518,0.619572441293753,0.0258681820896116,0.24606834755961,0.93847770035203,16,"Other",NA,NA,"RIOK3;ABCA1;UBQLN1;CCNG2;UBC;PLIN2;ENPP2;RNF11;DECR1;AGPAT3","I4-RP1"
"HALLMARK_ALLOGRAFT_REJECTION",0.0158617002316878,0.0872393512742827,0.152675855527469,-0.374639672120639,-1.72528450956128,33,"Other",NA,NA,"PF4;ITK;FYB1;CD96;CD247;ETS1;CCND3;ST8SIA4;CCL5","I4-RP1"
"HALLMARK_ANDROGEN_RESPONSE",0.197344488905056,0.359670889382265,0.0413650845498529,-0.335876323017337,-1.25790127248105,17,"Other",NA,NA,"INPP4B;TNFAIP8;CCND3;FKBP5;CDK6;TSC22D1;IQGAP2;ANKH","I4-RP1"
"HALLMARK_APICAL_JUNCTION",0.0034633612832665,0.0518867924528302,0.335068558717014,-0.562507569135871,-1.96818720381134,14,"Other",NA,NA,"FYB1;AKT3;EVL;VCL;ITGB1;RASA1;RSU1","I4-RP1"
"HALLMARK_APOPTOSIS",0.0871725383920506,0.205478126209834,0.072048676645702,0.325299628915511,1.44213288655938,25,"Other",NA,NA,"ANXA1;SAT1;MCL1;CTNNB1;ETF1;IRF1;DNAJA1;CTH","I4-RP1"
"HALLMARK_COAGULATION",0.430375114364135,0.552225920963576,0.0260191746680826,-0.300786264589211,-1.02253114445249,13,"Other",NA,NA,"PF4;CLU;FYN;CPQ","I4-RP1"
"HALLMARK_COMPLEMENT",0.173004144890971,0.356821048837628,0.0442842613574546,-0.292902339343621,-1.2834916435229,28,"Other",NA,NA,"CBLB;DOCK10;CLU;CCL5;FYN;KIF2A;CPQ;DOCK9;RASGRP1","I4-RP1"
"HALLMARK_E2F_TARGETS",0.775022143489814,0.775022143489814,0.0196630445770775,0.20561957685451,0.744236983896172,14,"Other",NA,NA,"TRA2B;RAD21;SMC4;ING3;PSIP1;RAD50;SRSF1;TMPO;PRKDC;ORC2","I4-RP1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.206690296854231,0.359670889382265,0.0449878247231264,0.325175472261815,1.24018360120546,16,"Other",NA,NA,"SAT1;TNFAIP3;VIM;AREG;PLAUR","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.122408148417606,0.269297926518734,0.0537293718609854,-0.368691436769779,-1.38079821554327,17,"Other",NA,NA,"BCL11B;BCL2;FKBP5;ADD3;IL6ST;RASGRP1;MYBL1","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.0778245742537997,0.197554688490415,0.0685199122966855,-0.464118106765725,-1.48980164792321,11,"Other",NA,NA,"BCL2;FKBP5;ADD3;PRKAR2B;IL6ST","I4-RP1"
"HALLMARK_FATTY_ACID_METABOLISM",0.617469327961912,0.671834186328017,0.0202290788425906,-0.271185412982981,-0.870494965107483,11,"Other",NA,NA,"SUCLG2;XIST;BCKDHB;RAP1GDS1","I4-RP1"
"HALLMARK_G2M_CHECKPOINT",0.0417789757412399,0.15318957771788,0.104938859783548,0.360607726327933,1.58169365492404,24,"Other",NA,NA,"TOP1;YTHDC1;TRA2B;RPS6KA5;RAD21;SMC4;CUL3;HIF1A","I4-RP1"
"HALLMARK_GLYCOLYSIS",0.631116962914198,0.671834186328017,0.0227090740906155,0.266897067169435,0.852670059808129,10,"Other",NA,NA,"IRS2;CTH;EXT1;ECD","I4-RP1"
"HALLMARK_HEME_METABOLISM",0.00628930817610063,0.0518867924528302,0.274717458595242,0.427597171241915,1.87552202362342,24,"Other",NA,NA,"FOXO3;TOP1;YPEL5;ELL2;NR3C1;RIOK3;SEC14L1;CIR1;SDCBP","I4-RP1"
"HALLMARK_HYPOXIA",0.00587172538392051,0.0518867924528302,0.285313392143872,0.423607357125948,1.87795511091254,25,"Other",NA,NA,"FOXO3;TNFAIP3;KLF6;NR3C1;DUSP1;FOS;TIPARP;IRS2;PLAUR;IDS;EXT1;KLHL24;NFIL3;ZFP36","I4-RP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.325062034739454,0.494768600531444,0.0351676964978177,0.247747938288532,1.11024318126639,26,"Other",NA,NA,"MAP3K8;CSF1;MAPKAPK2;KLF6","I4-RP1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.259884495779654,0.428809418036428,0.0396431810797813,0.316227498951324,1.17465614182371,15,"Other",NA,NA,"MAP3K8;CSF1;IRF1;CSF2RB","I4-RP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.00925925925925926,0.0611111111111111,0.22623238004642,0.408490105084764,1.81093663199303,25,"Other",NA,NA,"NAMPT;CSF1;ATP2B1;KLF6;IRF1;NFKBIA;ABCA1;RIPK2;AHR;PLAUR;HIF1A","I4-RP1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.523151195962256,0.619572441293753,0.0257898061288506,0.291156351918714,0.930172469248018,10,"Other",NA,NA,"CSF1;IRF1;RIPK2;ELF1","I4-RP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.207083239341304,0.359670889382265,0.0453915777867546,0.276732661728336,1.24013363275607,26,"Other",NA,NA,"NAMPT;TNFAIP3;PELI1;IRF1;NFKBIA;CSF2RB;RIPK2;HIF1A","I4-RP1"
"HALLMARK_KRAS_SIGNALING_DN",0.339331619537275,0.494768600531444,0.0303061084510599,-0.356967317176955,-1.10696075913783,10,"Other",NA,NA,"PTPRJ;CDKAL1;PRKN;SIDT1;SLC16A7;ZBTB16","I4-RP1"
"HALLMARK_KRAS_SIGNALING_UP",0.0241441441441441,0.101829402689002,0.124026527381656,-0.39950695269501,-1.6731092790167,24,"Other",NA,NA,"PPBP;IL7R;IKZF1;ETS1;RABGAP1L;F13A1;CCSER2;GNG11;AMMECR1;ANKH;CTSS","I4-RP1"
"HALLMARK_MITOTIC_SPINDLE",0.435087089244029,0.552225920963576,0.0255157938951184,-0.237537757985832,-1.02081931917726,26,"Other",NA,NA,"NCK2;RAPGEF6;VCL;FLNA;RASA1;TLK1;SSH2;CNTRL","I4-RP1"
"HALLMARK_MTORC1_SIGNALING",0.0246859158033943,0.101829402689002,0.135862926377654,0.491467495862006,1.73447329348827,13,"Other",NA,NA,"NAMPT;RAB1A;UBE2D3;ETF1;CTH;NFIL3;ACSL3","I4-RP1"
"HALLMARK_MYC_TARGETS_V1",0.0494101936345426,0.162324649298597,0.0958569623789466,0.372782020821039,1.56305304887019,21,"Other",NA,NA,"RPL34;TRA2B;ETF1;PABPC1;RPL18;RPS3;RPS6;DDX21;YWHAQ;RPL14;RPL22","I4-RP1"
"HALLMARK_P53_PATHWAY",0.0541082164328657,0.162324649298597,0.0915140765993025,0.356154711401204,1.54319939947303,23,"Other",NA,NA,"FOXO3;SAT1;FBXW7;FOS;RPL18;RPS12;CCNK","I4-RP1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.691082219373741,0.71267853872917,0.0185323688603943,-0.253193911866139,-0.812742923931435,11,"Other",NA,NA,"CAMK4","I4-RP1"
"HALLMARK_PROTEIN_SECRETION",0.359831709477414,0.494768600531444,0.0327583599171015,0.297435066276369,1.07656177498659,14,"Other",NA,NA,"STAM;RAB2A;AP1G1;ABCA1","I4-RP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",2.09966954249931e-09,6.92890949024774e-08,0.774939030136436,0.614057448169932,3.05573265942157,36,"Other",NA,NA,"NAMPT;SAT1;MAP3K8;CSF1;ATP2B1;CCNL1;TNFAIP3;MCL1;FOSB;KLF6;DUSP1;FOS;NFAT5;IRF1;NFKBIA;TIPARP;IRS2;EIF1;ABCA1;REL;RIPK2;AREG;PLAUR;NR4A2","I4-RP1"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.623098964073176,0.671834186328017,0.0229836960709252,0.244135712865509,0.861596906239435,13,"Other",NA,NA,"YWHAZ;RPS14;DCP1A;SEC31A;TSPYL2;DNAJC3","I4-RP1"
"HALLMARK_UV_RESPONSE_DN",0.0600681369912139,0.165187376725838,0.0775512583160702,-0.341149656275911,-1.51237528643606,29,"Other",NA,NA,"INPP4B;NEK7;AKT3;ADD3;FYN;SYNE1;PRKCA;PRKAR2B;MAP2K5;TGFBR2;MGMT;BCKDHB;ITGB3;PIK3CD","I4-RP1"
"HALLMARK_UV_RESPONSE_UP",0.358490566037736,0.494768600531444,0.0328792632922865,0.276098066210902,1.07523259677263,17,"Other",NA,NA,"FOSB;FOS;IRF1;NFKBIA;DNAJA1;EIF5;DDX21","I4-RP1"
"HALLMARK_ADIPOGENESIS",0.317169811320755,0.377583108715184,0.0321000773527401,0.345597471399252,1.11907183760277,10,"PBMC Pseudobulk",NA,NA,"UBC;RIOK3;G3BP2;ATL2;PPM1B;ABCA1;UBQLN1;RNF11","I4-RP1"
"HALLMARK_ALLOGRAFT_REJECTION",0.123163051084675,0.205271751807791,0.0611358774653469,-0.260843544225887,-1.36597572822188,31,"PBMC Pseudobulk",NA,NA,"ITK;ETS1;FYB1;PTPRC;JAK2;HDAC9;ST8SIA4","I4-RP1"
"HALLMARK_ANDROGEN_RESPONSE",0.081458833806508,0.145462203225907,0.0733446513857948,-0.358937410408518,-1.47222826268737,16,"PBMC Pseudobulk",NA,NA,"ARID5B;INPP4B;TNFAIP8;IQGAP2;FKBP5;CCND3","I4-RP1"
"HALLMARK_APICAL_JUNCTION",0.0676642810670137,0.130123617436565,0.0804588724057859,-0.378846998961667,-1.51384147515374,15,"PBMC Pseudobulk",NA,NA,"VCAN;FYB1;PTPRC;RASA1","I4-RP1"
"HALLMARK_APOPTOSIS",0.0669658886894075,0.130123617436565,0.0733446513857948,0.346910081880266,1.5123991483106,22,"PBMC Pseudobulk",NA,NA,"JUN;CTNNB1;CD69;IRF1;ANXA1;ETF1;MCL1;DNAJA1;SQSTM1;BTG3;BNIP3L;PMAIP1;CD44;DNAJC3;LMNA;GCH1","I4-RP1"
"HALLMARK_COMPLEMENT",0.661852921572984,0.726635944700461,0.022151099576044,-0.188767156570952,-0.842886908203767,20,"PBMC Pseudobulk",NA,NA,"CD36;JAK2;CBLB;CPQ;DOCK10","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.23093729517151,0.339613669369867,0.0419753966117665,-0.28143065573659,-1.2068938158,18,"PBMC Pseudobulk",NA,NA,"BCL2;JAK2;MYBL1;FKBP5;ADD3","I4-RP1"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.250161325016132,0.347446284744628,0.0397781136793806,-0.312978681041483,-1.18224493064503,13,"PBMC Pseudobulk",NA,NA,"BCL2;JAK2;FKBP5;ADD3","I4-RP1"
"HALLMARK_G2M_CHECKPOINT",0.0605268073977209,0.130123617436565,0.0789035841438956,0.433862039782363,1.55714315108092,13,"PBMC Pseudobulk",NA,NA,"TOP1;TRA2B;EZH2;HIF1A;YTHDC1;KIF20B;SFPQ","I4-RP1"
"HALLMARK_HEME_METABOLISM",0.726635944700461,0.726635944700461,0.0178868304724027,0.193412428920658,0.783563594185037,18,"PBMC Pseudobulk",NA,NA,"TOP1;YPEL5;ELL2;CIR1;RIOK3;RNF19A;BNIP3L;FOXO3","I4-RP1"
"HALLMARK_HYPOXIA",0.0423698384201077,0.11769399561141,0.0928974976713944,0.369573747094228,1.61120431356095,22,"PBMC Pseudobulk",NA,NA,"TNFAIP3;KLF6;JUN;DUSP1;FOS;PPP1R15A;BTG1;ZFP36;KLHL24;S100A4","I4-RP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.176169590643275,0.275264985380117,0.0441824649861948,0.314863347051206,1.29641692652839,19,"PBMC Pseudobulk",NA,NA,"KLF6;CD83;SNX9;AHR;RHOH","I4-RP1"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.693551419439744,0.726635944700461,0.0188721891660856,0.232151705484653,0.80422305321648,12,"PBMC Pseudobulk",NA,NA,"JUN;IRF1;GRB2;STAT3;CD44;IL6ST","I4-RP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.0045446282494092,0.0284039265588075,0.291090917251384,0.468803649753336,1.96450520729107,20,"PBMC Pseudobulk",NA,NA,"NFKB1;NFKBIA;KLF6;CD69;IRF1;AHR;HIF1A;NAMPT;RIPK2","I4-RP1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.301032863849765,0.376291079812207,0.0330257424359417,0.338165827289942,1.13681947189231,11,"PBMC Pseudobulk",NA,NA,"HLA-C;IRF1;B2M;RIPK2","I4-RP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0010339658671447,0.00861638222620586,0.45505986738723,0.416122525053585,2.05233096140385,32,"PBMC Pseudobulk",NA,NA,"NFKB1;NFKBIA;TNFAIP3;HLA-B;PELI1;CD69;HLA-A;IRF1;HIF1A;B2M;NAMPT;RIPK2;BTG1","I4-RP1"
